latitude longitude seaicethickness
64.55599975585938 -161.24200439453125 0.2418936064122128
64.62899780273438 -161.72799682617188 0.4733936066683125
64.77400207519531 -161.0760040283203 0.7048936069244122
66.23300170898438 -161.04600524902344 0.4725538437897273
66.37899780273438 -162.08799743652344 0.4725538437897273
66.5250015258789 -161.38999938964844 0.4725538437897273
66.5979995727539 -161.91700744628906 0.15621099522827978
66.66799926757812 -162.44700622558594 -0.16013185333316776
66.81600189208984 -161.7429962158203 -0.16013185333316776
69.375 180.0 -0.4053532439949096
69.3740005493164 179.3699951171875 -0.4053532439949096
69.59200286865234 178.09100341796875 0.1323542330815388
69.58399963378906 177.4550018310547 0.1323542330815388
69.19599914550781 168.69000244140625 0.04768046164243627
69.82099914550781 178.06900024414062 0.1323542330815388
69.8010025024414 176.78500366210938 0.1302542590283975
69.46399688720703 169.18600463867188 0.005851276489821556
69.41999816894531 168.5659942626953 -0.07961309254866163
70.06199645996094 180.0 -0.14990491928875704
70.02899932861328 176.7480010986328 0.12959158520411945
70.01499938964844 176.10000610351562 0.38690648718491777
69.99800109863281 175.45199584960938 0.21993690415043401
69.97899627685547 174.80599975585938 0.21471701268975973
69.95700073242188 174.16099548339844 -0.052193014464098096
69.93199920654297 173.51699829101562 0.08051955760502927
69.5479965209961 167.1959991455078 -0.20401854537150266
69.49600219726562 166.5780029296875 -0.14119139824824947
70.29100036621094 180.0 -0.18633809305937876
70.28500366210938 178.68299865722656 0.25298929739107595
70.27899932861328 178.02499389648438 0.4190388288207338
70.2699966430664 177.3679962158203 0.5346209535255706
70.24299621582031 176.05499267578125 -0.2510735109947694
70.22599792480469 175.39999389648438 0.0039016713823647824
70.20700073242188 174.74600219726562 0.183788115751962
70.18399810791016 174.093994140625 0.054050618385876825
70.16000366210938 173.4429931640625 0.04165310730706431
70.10199737548828 172.14700317382812 0.21949033579594782
69.82099914550781 167.68099975585938 0.0
69.77100372314453 167.0540008544922 0.1499866770358207
69.71900177001953 166.42999267578125 0.37208785983315534
69.66400146484375 165.8090057373047 0.08068927854256618
69.60600280761719 165.19200134277344 0.2246714855349044
69.5469970703125 164.5780029296875 -0.4290433988464508
70.51899719238281 180.0 -0.08883771768355204
70.51399993896484 178.66799926757812 0.12860134243944704
70.50800323486328 178.0019989013672 0.1117360729234177
70.49800109863281 177.33700561523438 0.20319445118037707
70.47200012207031 176.00900268554688 0.03632048804490583
70.4540023803711 175.3470001220703 0.187923213990591
70.43499755859375 174.68600463867188 0.025356894597689045
