2014	 3	20	  52027.70	      1107	78.3356289	26.1592154	     0.000	1.110	24.960
2014	 3	20	  52027.80	      1108	78.3356432	26.1590992	     3.055	1.083	24.640
2014	 3	20	  52027.90	      1109	78.3356576	26.1589840	     6.096	1.019	24.409
2014	 3	20	  52028.00	      1110	78.3356720	26.1588700	     9.119	0.948	24.144
2014	 3	20	  52028.10	      1111	78.3356865	26.1587572	    12.125	0.884	23.907
2014	 3	20	  52028.20	      1112	78.3357012	26.1586455	    15.114	0.830	23.589
2014	 3	20	  52028.30	      1113	78.3357158	26.1585346	    18.092	0.781	23.287
2014	 3	20	  52028.40	      1114	78.3357305	26.1584243	    21.059	0.727	23.018
2014	 3	20	  52028.50	      1115	78.3357452	26.1583144	    24.020	0.678	22.762
2014	 3	20	  52028.60	      1116	78.3357599	26.1582046	    26.977	0.652	22.484
2014	 3	20	  52028.70	      1117	78.3357746	26.1580947	    29.934	0.645	22.225
2014	 3	20	  52028.80	      1118	78.3357891	26.1579845	    32.894	0.640	21.982
2014	 3	20	  52028.90	      1119	78.3358036	26.1578737	    35.859	0.626	21.731
2014	 3	20	  52029.00	      1120	78.3358180	26.1577620	    38.832	0.612	21.487
2014	 3	20	  52029.10	      1121	78.3358322	26.1576494	    41.817	0.613	21.187
2014	 3	20	  52029.20	      1122	78.3358464	26.1575359	    44.811	0.622	20.895
2014	 3	20	  52029.30	      1123	78.3358604	26.1574217	    47.812	0.616	20.700
2014	 3	20	  52029.40	      1124	78.3358743	26.1573070	    50.817	0.595	20.495
2014	 3	20	  52029.50	      1125	78.3358882	26.1571921	    53.823	0.580	20.251
2014	 3	20	  52029.60	      1126	78.3359020	26.1570771	    56.828	0.583	20.064
2014	 3	20	  52029.70	      1127	78.3359157	26.1569622	    59.829	0.597	19.838
2014	 3	20	  52029.80	      1128	78.3359295	26.1568475	    62.823	0.606	19.593
2014	 3	20	  52029.90	      1129	78.3359432	26.1567334	    65.808	0.603	19.433
2014	 3	20	  52030.00	      1130	78.3359570	26.1566200	    68.779	0.598	19.253
2014	 3	20	  52030.10	      1131	78.3359708	26.1565074	    71.737	0.607	19.020
2014	 3	20	  52030.20	      1132	78.3359846	26.1563954	    74.684	0.637	18.782
2014	 3	20	  52030.30	      1133	78.3359985	26.1562839	    77.624	0.674	18.556
2014	 3	20	  52030.40	      1134	78.3360124	26.1561727	    80.563	0.691	18.247
2014	 3	20	  52030.50	      1135	78.3360263	26.1560615	    83.504	0.679	18.225
2014	 3	20	  52030.60	      1136	78.3360403	26.1559500	    86.451	0.660	18.023
2014	 3	20	  52030.70	      1137	78.3360544	26.1558382	    89.411	0.655	17.851
2014	 3	20	  52030.80	      1138	78.3360685	26.1557257	    92.385	0.665	17.667
2014	 3	20	  52030.90	      1139	78.3360827	26.1556124	    95.380	0.682	17.438
2014	 3	20	  52031.00	      1140	78.3360970	26.1554980	    98.400	0.702	17.236
2014	 3	20	  52031.10	      1141	78.3361113	26.1553824	   101.446	0.716	16.993
2014	 3	20	  52031.20	      1142	78.3361257	26.1552658	   104.517	0.719	16.838
2014	 3	20	  52031.30	      1143	78.3361402	26.1551483	   107.605	0.714	16.671
2014	 3	20	  52031.40	      1144	78.3361546	26.1550301	   110.706	0.707	16.469
2014	 3	20	  52031.50	      1145	78.3361690	26.1549116	   113.813	0.709	16.327
2014	 3	20	  52031.60	      1146	78.3361834	26.1547928	   116.923	0.721	16.107
2014	 3	20	  52031.70	      1147	78.3361977	26.1546741	   120.029	0.726	15.860
2014	 3	20	  52031.80	      1148	78.3362119	26.1545555	   123.125	0.708	15.740
2014	 3	20	  52031.90	      1149	78.3362260	26.1544374	   126.207	0.678	15.602
2014	 3	20	  52032.00	      1150	78.3362400	26.1543200	   129.268	0.658	15.444
2014	 3	20	  52032.10	      1151	78.3362538	26.1542034	   132.305	0.656	15.231
2014	 3	20	  52032.20	      1152	78.3362675	26.1540877	   135.317	0.659	15.009
2014	 3	20	  52032.30	      1153	78.3362811	26.1539731	   138.304	0.650	14.864
2014	 3	20	  52032.40	      1154	78.3362947	26.1538595	   141.268	0.634	14.731
2014	 3	20	  52032.50	      1155	78.3363083	26.1537471	   144.208	0.626	14.576
2014	 3	20	  52032.60	      1156	78.3363218	26.1536359	   147.125	0.629	14.393
2014	 3	20	  52032.70	      1157	78.3363354	26.1535260	   150.020	0.634	14.191
2014	 3	20	  52032.80	      1158	78.3363492	26.1534175	   152.895	0.629	14.075
2014	 3	20	  52035.50	      1185	78.3367251	26.1505140	   230.396	0.025	10.916
2014	 3	20	  52035.60	      1186	78.3367400	26.1504074	   233.309	0.017	10.820
2014	 3	20	  52035.70	      1187	78.3367550	26.1503011	   236.220	0.011	10.738
2014	 3	20	  52035.80	      1188	78.3367700	26.1501950	   239.128	0.007	10.656
2014	 3	20	  52035.90	      1189	78.3367850	26.1500890	   242.035	0.006	10.576
2014	 3	20	  52036.00	      1190	78.3368000	26.1499830	   244.940	0.005	10.505
2014	 3	20	  52036.10	      1191	78.3368149	26.1498768	   247.844	0.005	10.452
2014	 3	20	  52036.20	      1192	78.3368297	26.1497704	   250.746	0.006	10.392
2014	 3	20	  52036.30	      1193	78.3368445	26.1496639	   253.649	0.005	10.333
2014	 3	20	  52036.40	      1194	78.3368593	26.1495573	   256.551	0.002	10.302
2014	 3	20	  52036.50	      1195	78.3368740	26.1494507	   259.454	-0.001	10.260
2014	 3	20	  52036.60	      1196	78.3368888	26.1493439	   262.357	-0.002	10.216
2014	 3	20	  52036.70	      1197	78.3369035	26.1492372	   265.262	-0.002	10.175
2014	 3	20	  52036.80	      1198	78.3369183	26.1491304	   268.169	-0.001	10.142
