2014-03-24T10:05:21.512    49786     23.0432769     78.2475392      0.999      0.449
2014-03-24T10:05:22.502    51150     23.0464292     78.2474721      0.823      0.467
2014-03-24T10:05:23.501    50127     23.0496347     78.2474081      0.395      0.368
2014-03-24T10:05:24.503    50468     23.0528331     78.2473398      0.297      0.215
2014-03-24T10:05:25.500    51150     23.0560003     78.2472840      0.463      0.329
2014-03-24T10:05:26.495    50468     23.0591732     78.2472283      0.291      0.192
2014-03-24T10:05:27.501    50809     23.0624008     78.2471727      0.170      0.115
2014-03-24T10:05:28.500    50809     23.0655903     78.2471071      0.753      0.524
2014-03-24T10:05:29.498    50468     23.0687667     78.2470468      0.429      0.453
2014-03-24T10:05:30.497    50468     23.0719250     78.2469907      0.666      0.524
2014-03-24T10:05:31.496    51150     23.0750780     78.2469488      0.634      0.422
2014-03-24T10:05:32.497    51150     23.0782252     78.2468995      0.441      0.326
2014-03-24T10:05:33.506    49786     23.0813968     78.2468484      0.516      0.356
2014-03-24T10:05:34.502    50809     23.0845753     78.2467975      0.355      0.254
2014-03-24T10:05:35.499    50468     23.0877662     78.2467462      0.367      0.255
2014-03-24T10:05:36.500    51150     23.0909865     78.2467063      0.465      0.300
2014-03-24T10:05:37.496    51150     23.0941854     78.2466751      0.517      0.344
2014-03-24T10:05:38.538    47058     23.0975091     78.2466356      0.281      0.314
2014-03-24T10:05:39.493    48763     23.1005511     78.2465899      0.259      0.244
2014-03-24T10:05:40.498    49104     23.1037713     78.2465569      0.372      0.270
2014-03-24T10:05:41.459    46035     23.1068463     78.2465150      0.304      0.255
2014-03-24T10:05:42.502    50468     23.1101846     78.2464719      0.446      0.344
2014-03-24T10:05:43.500    51491     23.1133521     78.2464254      0.620      0.319
2014-03-24T10:05:44.503    49786     23.1165257     78.2463710      0.457      0.258
2014-03-24T10:05:45.503    50809     23.1196917     78.2463283      0.438      0.279
2014-03-24T10:05:46.476    49445     23.1227715     78.2463000      0.344      0.290
2014-03-24T10:05:47.522    47740     23.1260333     78.2462401      0.333      0.392
2014-03-24T10:05:48.500    50468     23.1290637     78.2461740      0.367      0.181
2014-03-24T10:05:49.481    50127     23.1321211     78.2461154      0.350      0.208
2014-03-24T10:05:50.525    47399     23.1353790     78.2460424      0.369      0.262
2014-03-24T10:05:51.466    48422     23.1383272     78.2459959      0.370      0.236
2014-03-24T10:05:52.567    44330     23.1417720     78.2459259      0.387      0.268
2014-03-24T10:05:53.497    51150     23.1446887     78.2458532      0.581      0.335
2014-03-24T10:05:54.486    50809     23.1478030     78.2457756      0.458      0.286
2014-03-24T10:05:55.513    51491     23.1510339     78.2457162      0.400      0.285
2014-03-24T10:05:56.509    50809     23.1541430     78.2456373      0.385      0.208
2014-03-24T10:05:57.499    51150     23.1572373     78.2455677      0.335      0.210
2014-03-24T10:05:58.508    50127     23.1603768     78.2454838      0.291      0.235
2014-03-24T10:05:59.481    48763     23.1634095     78.2454141      0.289      0.284
2014-03-24T10:06:00.513    49445     23.1666227     78.2453461      0.310      0.236
2014-03-24T10:06:01.475    50127     23.1696103     78.2452726      0.364      0.223
2014-03-24T10:06:02.522    47740     23.1728905     78.2452185      0.248      0.263
2014-03-24T10:06:03.518    50468     23.1760288     78.2451613      0.275      0.216
2014-03-24T10:06:04.490    49786     23.1789830     78.2450021      0.302      0.243
2014-03-24T10:06:05.500    50468     23.1821122     78.2449328      0.234      0.217
2014-03-24T10:06:06.514    49445     23.1852348     78.2448395      0.352      0.266
2014-03-24T10:06:07.505    50127     23.1882939     78.2447520      0.368      0.265
2014-03-24T10:06:08.502    50468     23.1913559     78.2446527      0.382      0.265
2014-03-24T10:06:09.498    50468     23.1944004     78.2445468      0.412      0.293
2014-03-24T10:06:10.507    49786     23.1974864     78.2444498      0.380      0.276
2014-03-24T10:06:11.458    46376     23.2004109     78.2443652      0.276      0.226
2014-03-24T10:06:12.455    40920     23.2034918     78.2442856      0.221      0.214
2014-03-24T10:06:13.524    41943     23.2067039     78.2441119      0.325      0.255
2014-03-24T10:06:14.516    50468     23.2097511     78.2440674      0.458      0.310
2014-03-24T10:06:15.487    49786     23.2127158     78.2439988      0.342      0.224
2014-03-24T10:06:16.466    50809     23.2157219     78.2439473      0.307      0.226
2014-03-24T10:06:17.523    43648     23.2189791     78.2439006      0.328      0.241
2014-03-24T10:06:18.498    51150     23.2218817     78.2437388      0.425      0.224
2014-03-24T10:06:19.555    46035     23.2250731     78.2436196      0.358      0.225
2014-03-24T10:06:20.506    50468     23.2279469     78.2435310      0.367      0.215
