2014-03-24T12:09:12.513    49932     30.8250606     78.6054813      0.010      0.023
2014-03-24T12:09:13.500    51300     30.8221499     78.6053041      0.008      0.030
2014-03-24T12:09:14.501    50958     30.8192052     78.6050818      0.033      0.028
2014-03-24T12:09:15.499    50958     30.8162251     78.6048923      0.032      0.018
2014-03-24T12:09:16.498    51300     30.8133684     78.6046574      0.012      0.030
2014-03-24T12:09:17.500    49932     30.8106066     78.6043736      0.006      0.035
2014-03-24T12:09:18.497    51300     30.8078505     78.6041030      0.007      0.027
2014-03-24T12:09:19.499    50616     30.8052015     78.6038049     -0.041      0.020
2014-03-24T12:09:20.503    51300     30.8024592     78.6035727     -0.040      0.023
2014-03-24T12:09:21.505    50616     30.7996234     78.6033795     -0.017      0.025
2014-03-24T12:09:22.505    50616     30.7967567     78.6032040      0.005      0.027
2014-03-24T12:09:23.501    51300     30.7939180     78.6030011      0.003      0.024
2014-03-24T12:09:24.503    50958     30.7910607     78.6027440      0.001      0.033
2014-03-24T12:09:25.504    50616     30.7883705     78.6024480     -0.010      0.028
2014-03-24T12:09:26.498    50616     30.7855602     78.6022185      0.009      0.025
2014-03-24T12:09:27.493    50616     30.7828060     78.6019768     -0.022      0.023
2014-03-24T12:09:28.499    50616     30.7800742     78.6017557     -0.055      0.033
2014-03-24T12:09:29.497    51300     30.7772790     78.6015463     -0.064      0.030
2014-03-24T12:09:30.497    51300     30.7744809     78.6013131     -0.067      0.034
2014-03-24T12:09:31.505    50274     30.7716096     78.6011039     -0.052      0.021
2014-03-24T12:09:32.505    50958     30.7686708     78.6008730     -0.042      0.028
2014-03-24T12:09:33.507    50616     30.7657607     78.6006555     -0.047      0.058
2014-03-24T12:09:34.506    50274     30.7628836     78.6004967     -0.051      0.052
2014-03-24T12:09:35.501    51300     30.7600576     78.6003383     -0.062      0.031
2014-03-24T12:09:36.505    50274     30.7571546     78.6002217     -0.045      0.035
2014-03-24T12:09:37.507    50274     30.7541996     78.6001105     -0.003      0.034
2014-03-24T12:09:38.499    50958     30.7511996     78.5999936      0.033      0.042
2014-03-24T12:09:39.500    50958     30.7482360     78.5998540      0.026      0.025
2014-03-24T12:09:40.500    50616     30.7453540     78.5996832      0.010      0.021
2014-03-24T12:09:41.497    50958     30.7425005     78.5994934     -0.002      0.018
2014-03-24T12:09:42.497    50616     30.7395963     78.5993289     -0.002      0.024
2014-03-24T12:09:43.499    50958     30.7367303     78.5991461     -0.011      0.027
2014-03-24T12:09:44.502    51300     30.7338577     78.5990083     -0.014      0.029
2014-03-24T12:09:45.502    51300     30.7312685     78.5987249     -0.051      0.047
2014-03-24T12:09:46.501    51300     30.7286855     78.5984374     -0.109      0.028
2014-03-24T12:09:47.498    50958     30.7259525     78.5982379     -0.155      0.041
2014-03-24T12:09:48.501    50616     30.7231666     78.5980336     -0.188      0.041
2014-03-24T12:09:49.494    50616     30.7202752     78.5978624     -0.186      0.056
2014-03-24T12:09:50.510    49932     30.7172024     78.5977172     -0.185      0.055
2014-03-24T12:09:51.498    51300     30.7141150     78.5975339     -0.157      0.055
2014-03-24T12:09:52.494    50616     30.7110129     78.5973958     -0.184      0.045
